Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Cabin,Embarked,Survived
1.0,0.7494382022471909,0.0,0.24604171902488065,0.0,0.0,0.375,0.0,0,0.0
1.0,0.8179775280898877,1.0,0.5853229454636844,0.125,0.0,0.7485294117647059,0.0,0,0.0
0.5,0.15730337078651688,1.0,0.3591354611711485,0.125,0.0,0.8558823529411764,0.0,0,1.0
0.5,0.3876404494382023,0.0,0.3088715757728072,0.0,0.0,0.8926470588235293,0.0,0,0.0
0.5,0.6853932584269663,0.0,0.2837396330736366,0.0,0.0,0.9691176470588236,0.0,1,0.0
0.0,0.16966292134831462,1.0,0.2334757476752953,0.0,0.3333333333333333,0.5985294117647059,0.8027210884353742,0,1.0
0.0,0.5561797752808989,0.0,0.4596632319678311,0.125,0.0,0.11029411764705882,0.10884353741496597,0,0.0
1.0,0.3696629213483146,0.0,0.19577783362653933,0.0,0.0,0.08676470588235294,0.0,0,0.0
0.0,0.8393258426966292,0.0,0.2963056044232219,0.0,0.0,0.1588235294117647,0.5714285714285714,1,0.0
1.0,0.1820224719101124,1.0,0.3465694898215632,0.0,0.3333333333333333,0.12941176470588234,0.0,1,0.0
1.0,0.6134831460674158,1.0,0.2711736617240512,0.0,0.0,0.4147058823529412,0.0,0,1.0
1.0,0.8382022471910113,1.0,0.2963056044232219,0.125,0.0,0.15588235294117647,0.0,0,1.0
1.0,0.2707865168539326,0.0,0.2334757476752953,0.0,0.0,0.6602941176470588,0.0,2,0.0
0.5,0.8157303370786517,0.0,0.22090977632571002,0.0,0.0,0.2691176470588235,0.0,0,0.0
0.5,0.2337078651685393,0.0,0.2334757476752953,0.125,0.16666666666666666,0.1838235294117647,0.0,0,0.0
1.0,0.5820224719101124,0.0,0.33400351847197784,0.0,0.0,0.5926470588235294,0.0,0,1.0
1.0,0.8224719101123596,1.0,0.10781603417944208,0.25,0.3333333333333333,0.01911764705882353,0.0,0,0.0
0.5,0.9752808988764046,0.0,0.4533802462930384,0.0,0.3333333333333333,0.036764705882352935,0.047619047619047616,0,0.0
0.5,0.8573033707865171,0.0,0.5224930887157577,0.0,0.0,0.3602941176470588,0.0,0,0.0
0.5,0.5101123595505619,0.0,0.6355868308620256,0.0,0.0,0.8367647058823531,0.0,0,0.0
0.0,0.5696629213483146,1.0,0.2711736617240512,0.125,0.0,0.14852941176470588,0.17687074829931973,0,1.0
1.0,0.6224719101123596,0.0,0.6921337019351597,0.0,0.0,0.4382352941176471,0.0,0,0.0
1.0,0.7865168539325843,0.0,0.5036441316913798,0.0,0.3333333333333333,0.9323529411764706,0.0,0,0.0
1.0,0.1764044943820225,0.0,0.3465694898215632,0.0,0.0,0.29705882352941176,0.0,0,0.0
0.0,0.7280898876404495,0.0,0.6355868308620256,0.0,0.16666666666666666,0.6308823529411764,0.0,1,0.0
1.0,0.14719101123595507,1.0,0.19577783362653933,0.0,0.0,0.2264705882352941,0.0,2,1.0
1.0,0.26853932584269663,0.0,0.37170143252073373,0.0,0.0,0.20294117647058826,0.0,0,0.0
1.0,0.7943820224719101,0.0,0.3465694898215632,0.0,0.0,0.5970588235294118,0.0,0,0.0
1.0,0.4348314606741573,0.0,0.3465694898215632,1.0,0.3333333333333333,0.0014705882352941176,0.0,0,0.0
1.0,0.26741573033707866,0.0,0.5476250314149284,0.0,0.16666666666666666,0.31029411764705883,0.0,0,0.0
0.5,0.0101123595505618,1.0,0.497361146016587,0.0,0.0,0.2852941176470588,0.0,0,1.0
1.0,0.6269662921348316,0.0,0.3214375471223925,0.0,0.0,0.7264705882352941,0.0,0,0.0
1.0,0.09775280898876404,0.0,0.20834380497612465,0.0,0.0,0.5014705882352941,0.0,0,0.0
1.0,0.4808988764044944,0.0,0.007288263382759488,0.5,0.16666666666666666,0.004411764705882353,0.0,0,0.0
1.0,0.803370786516854,0.0,0.10781603417944208,0.0,0.3333333333333333,0.04264705882352941,0.0,0,1.0
0.0,0.32471910112359553,1.0,0.3465694898215632,0.0,0.16666666666666666,0.08970588235294118,0.1292517006802721,0,1.0
1.0,0.5764044943820226,1.0,0.5601910027645137,0.125,0.6666666666666666,0.007352941176470587,0.0,0,0.0
0.0,0.6101123595505619,0.0,0.3465694898215632,0.0,0.0,0.5588235294117647,0.0,0,0.0
1.0,0.15168539325842698,0.0,0.3465694898215632,0.0,0.0,0.0029411764705882357,0.0,0,0.0
0.0,0.6943820224719102,0.0,0.7612465443578789,0.0,0.0,0.4073529411764706,0.7551020408163265,0,0.0
1.0,0.02471910112359551,0.0,0.044986177431515464,0.5,0.16666666666666666,0.008823529411764706,0.0,2,0.0
1.0,0.23258426966292134,1.0,0.007288263382759488,0.125,0.16666666666666666,0.05441176470588235,0.0,0,1.0
1.0,0.9359550561797754,0.0,0.2586076903744659,0.0,0.0,0.2911764705882353,0.0,0,0.0
0.0,0.7685393258426967,0.0,0.6984166876099522,0.0,0.0,0.611764705882353,0.8503401360544217,1,0.0
1.0,0.2943820224719101,0.0,0.22090977632571002,0.125,0.16666666666666666,0.5058823529411764,0.0,0,0.0
1.0,0.5707865168539327,0.0,0.3465694898215632,0.375,0.16666666666666666,0.017647058823529408,0.0,0,0.0
0.0,0.13370786516853933,1.0,0.6230208595124404,0.0,0.0,0.4485294117647059,0.8775510204081632,1,0.0
0.5,0.9910112359550562,0.0,0.37170143252073373,0.0,0.0,0.5455882352941176,0.0,0,0.0
1.0,0.8471910112359551,0.0,0.4470972606182458,0.0,0.0,0.023529411764705882,0.0,0,0.0
1.0,0.21910112359550565,1.0,0.3465694898215632,1.0,0.3333333333333333,0.0014705882352941176,0.0,0,0.0
0.5,0.7831460674157305,0.0,0.3465694898215632,0.0,0.0,0.4338235294117647,0.0,1,0.0
1.0,0.8528089887640451,0.0,0.10781603417944208,0.5,0.3333333333333333,0.026470588235294117,0.0,0,0.0
0.5,0.7078651685393259,0.0,0.007288263382759488,0.25,0.16666666666666666,0.18529411764705886,0.20408163265306126,0,1.0
1.0,0.5056179775280899,1.0,0.044986177431515464,0.0,0.3333333333333333,0.3073529411764706,0.0,0,1.0
0.0,0.8662921348314607,0.0,0.3465694898215632,0.0,0.0,0.9808823529411764,0.4829931972789116,0,0.0
1.0,0.8123595505617979,1.0,0.3465694898215632,0.125,0.0,0.13823529411764707,0.0,2,1.0
0.0,0.3415730337078652,0.0,0.5601910027645137,0.0,0.0,0.8794117647058823,0.0,0,1.0
1.0,0.059550561797752824,0.0,0.497361146016587,0.125,0.16666666666666666,0.1897058823529412,0.0,2,0.0
1.0,0.9494382022471912,0.0,0.4470972606182458,0.0,0.0,0.3147058823529412,0.0,0,0.0
0.5,0.996629213483146,1.0,0.3968333752199045,0.0,0.0,0.5617647058823529,0.0,0,1.0
0.5,0.9640449438202248,0.0,0.2334757476752953,0.0,0.0,0.7411764705882353,0.0,0,0.0
1.0,0.4258426966292136,1.0,0.2334757476752953,0.125,0.0,0.3647058823529412,0.0,0,1.0
0.5,0.5876404494382023,0.0,0.032420206081930136,0.125,0.16666666666666666,0.036764705882352935,0.047619047619047616,0,1.0
0.0,0.5382022471910113,1.0,0.5476250314149284,0.0,0.0,0.6088235294117647,0.6666666666666666,1,1.0
0.0,0.9393258426966292,1.0,0.723548630309123,0.0,0.0,0.09264705882352943,0.9455782312925171,1,1.0
1.0,0.13707865168539327,0.0,0.3465694898215632,0.0,0.0,0.5338235294117647,0.0,2,0.0
1.0,0.7303370786516855,0.0,0.5224930887157577,0.0,0.16666666666666666,0.5852941176470589,0.0,0,0.0
1.0,0.7842696629213484,1.0,0.3465694898215632,0.0,0.0,0.5558823529411765,0.0,2,1.0
0.5,0.04157303370786517,1.0,0.2963056044232219,0.0,0.0,0.3397058823529412,0.0,0,0.0
1.0,0.6168539325842697,0.0,0.3465694898215632,0.0,0.0,0.3220588235294118,0.0,0,0.0
1.0,0.8314606741573034,0.0,0.3465694898215632,1.0,0.3333333333333333,0.0014705882352941176,0.0,0,0.0
1.0,0.1910112359550562,0.0,0.4219653179190751,0.0,0.0,0.9602941176470589,0.0,0,0.0
1.0,0.27303370786516856,0.0,0.5664739884393064,0.0,0.0,0.3897058823529412,0.0,1,0.0
1.0,0.9157303370786518,0.0,0.22090977632571002,0.0,0.0,0.21323529411764705,0.0,0,1.0
1.0,0.8674157303370787,1.0,0.019854234732344808,0.0,0.16666666666666666,0.06911764705882352,0.020408163265306117,0,0.0
1.0,0.8213483146067416,0.0,0.3968333752199045,0.125,0.0,0.18088235294117647,0.0,0,0.0
1.0,0.3337078651685393,0.0,0.3214375471223925,0.0,0.0,0.10147058823529413,0.0,1,1.0
1.0,0.7797752808988765,1.0,0.19577783362653933,0.0,0.0,0.6970588235294117,0.0,2,1.0
0.0,0.7764044943820225,0.0,0.497361146016587,0.0,0.0,0.7308823529411764,0.5442176870748299,1,1.0
1.0,0.06404494382022473,0.0,0.2963056044232219,0.0,0.0,0.7323529411764705,0.0,0,0.0
0.5,0.7011235955056181,1.0,0.4345312892686604,0.0,0.0,0.9838235294117648,0.0,0,1.0
1.0,0.9067415730337081,0.0,0.2711736617240512,0.0,0.0,0.8602941176470588,0.0,0,0.0
0.5,0.5685393258426967,0.0,0.37170143252073373,0.0,0.0,0.7764705882352941,0.0,0,0.0
1.0,0.9516853932584269,0.0,0.3465694898215632,0.125,0.0,0.9058823529411764,0.0,2,0.0
0.0,0.22471910112359555,1.0,0.3842674038703192,0.125,0.0,0.05147058823529412,0.217687074829932,1,1.0
1.0,0.03707865168539326,1.0,0.33400351847197784,0.0,0.0,0.3308823529411765,0.0,0,1.0
0.5,0.08202247191011236,0.0,0.5224930887157577,0.125,0.0,0.09411764705882353,0.0,0,0.0
0.0,0.7595505617977528,1.0,0.3968333752199045,0.0,0.0,0.4294117647058823,0.5782312925170068,1,1.0
0.5,0.7932584269662922,0.0,0.37170143252073373,0.0,0.0,0.6323529411764706,0.0,0,0.0
1.0,0.953932584269663,0.0,0.19577783362653933,0.0,0.0,0.6573529411764706,0.0,0,1.0
0.5,0.0752808988764045,0.0,0.33400351847197784,0.0,0.0,0.9205882352941176,0.0,0,0.0
1.0,0.6325842696629214,0.0,0.6355868308620256,0.0,0.0,0.20441176470588235,0.0,0,0.0
1.0,0.7213483146067416,0.0,0.3465694898215632,0.0,0.0,0.976470588235294,0.0,0,0.0
0.0,0.5325842696629214,0.0,0.4722292033174164,0.125,0.0,0.11323529411764705,0.2585034013605442,0,1.0
1.0,0.3101123595505618,0.0,0.2711736617240512,0.0,0.0,0.8338235294117647,0.0,0,0.0
0.5,0.9797752808988764,0.0,0.2334757476752953,0.0,0.0,0.9529411764705882,0.0,0,1.0
1.0,0.8932584269662922,0.0,0.2523247046996733,0.0,0.0,0.3794117647058824,0.0,0,0.0
0.5,0.3168539325842697,0.0,0.22090977632571002,0.0,0.0,0.8867647058823529,0.0,0,0.0
1.0,0.7966292134831462,1.0,0.3465694898215632,0.375,0.16666666666666666,0.017647058823529408,0.0,0,0.0
0.0,0.6460674157303371,1.0,0.4345312892686604,0.125,0.0,0.07941176470588235,0.19047619047619047,0,1.0
1.0,0.5460674157303371,0.0,0.3591354611711485,0.0,0.0,0.8632352941176471,0.0,0,0.0
0.5,0.7730337078651686,0.0,0.7361146016587082,0.0,0.0,0.5,0.0,0,0.0
1.0,0.9460674157303371,1.0,0.05755214878110077,0.5,0.3333333333333333,0.026470588235294117,0.0,0,1.0
0.5,0.6674157303370787,0.0,0.2963056044232219,0.0,0.0,0.7117647058823531,0.0,0,0.0
1.0,0.3707865168539326,1.0,0.3465694898215632,0.0,0.0,0.8485294117647059,0.0,0,0.0
0.5,0.6044943820224721,0.0,0.5476250314149284,0.125,0.0,0.8764705882352941,0.0,0,0.0
0.5,0.3258426966292135,1.0,0.09525006282985676,0.0,0.3333333333333333,0.052941176470588235,0.0,0,1.0
0.5,0.060674157303370786,0.0,0.2334757476752953,0.0,0.0,0.2588235294117647,0.0,0,0.0
0.5,0.7471910112359551,0.0,0.4093993465694898,0.0,0.0,0.763235294117647,0.0,0,0.0
1.0,0.9280898876404496,1.0,0.3465694898215632,0.125,0.0,0.18235294117647055,0.0,1,0.0
1.0,0.022471910112359557,1.0,0.3465694898215632,0.125,0.0,0.09852941176470588,0.0,2,1.0
0.5,0.005617977528089888,0.0,0.3591354611711485,0.0,0.0,0.7985294117647058,0.0,0,0.0
1.0,0.9741573033707868,0.0,0.2711736617240512,0.0,0.0,0.2808823529411765,0.0,0,0.0
1.0,0.5853932584269663,0.0,0.37170143252073373,0.0,0.0,0.973529411764706,0.0,1,0.0
0.0,0.6764044943820225,0.0,0.5476250314149284,0.25,0.0,0.10882352941176472,0.14285714285714285,2,0.0
1.0,0.4247191011235956,1.0,0.3088715757728072,0.0,0.0,0.475,0.0,0,0.0
0.5,0.4662921348314607,1.0,0.2963056044232219,0.0,0.3333333333333333,0.1676470588235294,0.0,0,1.0
0.0,0.5292134831460674,0.0,0.4596632319678311,0.125,0.16666666666666666,0.13676470588235293,0.2312925170068027,0,1.0
0.5,0.5404494382022472,0.0,0.6732847449107816,0.125,0.0,0.06764705882352941,0.0,0,0.0
1.0,0.4202247191011236,0.0,0.3465694898215632,0.0,0.0,0.6205882352941177,0.0,0,0.0
1.0,0.4932584269662922,1.0,0.3591354611711485,0.125,0.16666666666666666,0.06911764705882352,0.020408163265306117,0,0.0
0.0,0.9820224719101124,0.0,0.7738125157074642,0.0,0.0,0.7852941176470588,0.9251700680272108,0,0.0
1.0,0.9550561797752809,0.0,0.37170143252073373,0.125,0.0,0.09705882352941177,0.0,0,0.0
